TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
246.0,984.0,,115.37200000000001,15.267000000000001,233.188,30.523000000000003,111.227,43.333,104.178,53.553999999999995,216.99599999999998,58.25899999999999,99.256,59.507,278.91,68.91199999999999,294.291,68.949,255.265,72.89399999999999,264.397,71.36,268.08099999999996,85.441,89.139,86.714,109.93,88.16799999999999,225.967,83.661,116.99,96.751,289.20599999999996,95.81200000000001,304.675,99.15899999999999,81.947,101.76299999999999,268.13599999999997,105.277,254.5,106.19,80.325,114.821,63.983999999999995,117.211,130.65200000000002,117.29,312.54900000000004,122.59100000000001,228.94099999999997,125.52,89.241,125.929,291.04400000000004,127.61399999999999,36.894,131.14600000000002,247.767,131.786,279.661,140.499,73.829,145.516,314.10900000000004,149.124,111.463,150.247,304.343,149.713,59.663000000000004,149.974,285.197,152.10299999999998,312.533,156.844,133.086,150.05200000000002,230.053,158.356,264.981,155.596,77.581,159.174,30.618000000000002,163.076,146.746,159.621,20.613000000000003,178.747,280.248,177.75400000000002,99.427,177.482,242.857,75.236,283.965,84.171,125.83200000000001,155.47,238.873,129.751,287.85,141.708
246.25,985.0,,115.345,15.103,233.44299999999998,30.498,111.20299999999999,43.324,104.17,53.446000000000005,216.997,58.336000000000006,99.26,59.51,278.925,68.89399999999999,294.32599999999996,68.96300000000001,255.24200000000002,72.987,264.41900000000004,71.357,268.05400000000003,85.396,89.105,86.64,109.944,88.15899999999999,225.953,83.586,117.006,96.765,289.263,95.711,304.757,99.236,82.0,102.0,268.158,105.311,254.562,106.13799999999999,80.418,114.976,63.95,117.234,130.547,117.29,312.52299999999997,122.539,228.983,125.48200000000001,89.228,125.92200000000001,291.084,127.573,36.896,131.207,247.739,131.683,279.687,140.531,73.711,145.675,313.889,149.266,111.57,150.11700000000002,304.41,149.716,59.552,149.972,285.08299999999997,152.05700000000002,312.539,156.799,133.1,150.069,230.037,158.457,264.928,155.505,77.561,159.09799999999998,30.616,163.122,146.741,159.607,20.831,178.632,280.26,177.68099999999998,99.34899999999999,177.47400000000002,242.93400000000003,75.25,283.857,84.17299999999999,125.825,155.327,238.921,129.71,287.893,141.862
246.5,986.0,,115.391,15.055,233.115,30.269000000000002,111.29700000000001,43.086999999999996,104.23200000000001,53.495,216.985,58.268,99.256,59.556999999999995,278.949,68.921,294.41700000000003,68.926,255.227,72.968,264.356,71.306,268.028,85.385,89.12100000000001,86.639,109.891,88.167,225.97299999999998,83.54899999999999,117.00399999999999,96.76299999999999,289.263,95.691,304.938,99.34299999999999,82.581,100.116,268.38,105.54700000000001,254.511,106.15,80.355,114.92399999999999,63.887,117.311,130.567,117.3,312.769,122.48700000000001,228.93900000000002,125.49,89.24700000000001,125.932,291.14099999999996,127.634,36.912,131.154,247.86900000000003,131.471,279.72900000000004,140.523,73.536,145.678,314.031,149.05,111.594,150.086,304.376,149.691,59.518,150.19799999999998,285.084,152.093,312.492,156.907,133.1,149.942,230.077,158.529,264.922,155.528,77.633,159.254,30.660999999999998,163.205,146.54,159.489,20.905,178.516,280.252,177.662,99.271,177.334,243.06400000000002,75.188,283.834,84.18299999999999,125.751,155.268,238.862,129.539,287.961,141.845
246.75,987.0,,115.493,14.837,233.082,30.25,111.17399999999999,43.126000000000005,104.11399999999999,53.838,216.967,58.364,99.221,59.586999999999996,278.857,68.882,294.465,68.86399999999999,255.209,73.045,264.422,71.316,268.017,85.387,89.16799999999999,86.74600000000001,109.961,88.191,225.748,83.33200000000001,116.93299999999999,96.775,289.336,95.601,304.982,99.524,82.59100000000001,100.301,268.501,105.945,254.475,106.07,80.57300000000001,114.963,63.924,117.319,130.543,117.259,312.782,122.602,229.19799999999998,125.62899999999999,89.243,125.896,291.082,127.561,36.902,131.127,247.94,131.41,279.741,140.689,73.548,145.6,314.009,149.072,111.56200000000001,150.126,304.35200000000003,149.691,59.418,149.866,285.056,151.983,312.53,156.80200000000002,133.10299999999998,150.05700000000002,230.09799999999998,158.47799999999998,264.872,155.487,77.73,159.259,30.701999999999998,163.153,146.66299999999998,159.571,20.629,178.47099999999998,280.241,177.62400000000002,99.22399999999999,177.21,243.015,75.21300000000001,283.765,84.195,125.804,155.264,238.787,129.343,288.019,141.921
247.0,988.0,,115.505,14.709000000000001,232.87099999999998,30.191999999999997,111.07600000000001,43.053000000000004,104.116,53.707,216.975,58.345,99.258,59.593,278.889,68.916,294.315,68.882,255.23,72.97800000000001,264.382,71.257,268.04,85.384,89.12200000000001,86.751,109.973,88.178,225.61900000000003,83.198,116.92299999999999,96.773,289.33,95.595,304.57,99.23200000000001,82.624,100.306,268.58299999999997,106.13799999999999,254.46099999999998,106.119,80.657,114.98200000000001,63.901,117.186,130.541,117.292,312.66900000000004,122.62200000000001,230.93400000000003,126.132,89.3,125.865,291.098,127.455,36.8,131.004,247.863,131.377,279.70799999999997,140.798,73.443,145.543,313.947,149.124,111.553,150.137,304.403,149.671,59.678999999999995,150.779,285.106,151.995,312.53,156.808,133.084,150.086,230.102,158.471,264.86400000000003,155.361,77.718,159.191,30.8,163.123,146.63,159.55700000000002,20.511,178.109,280.243,177.61,99.102,177.145,242.893,75.271,283.94,84.256,125.73700000000001,155.278,238.775,129.386,288.006,141.94799999999998
247.25,989.0,,115.53399999999999,14.765,232.707,30.318,110.946,42.956,104.132,53.515,216.91299999999998,58.403999999999996,99.318,59.648,278.91200000000003,68.865,294.241,68.891,255.257,72.905,264.36400000000003,71.208,268.004,85.369,89.11399999999999,86.74799999999999,110.01899999999999,88.15899999999999,225.613,83.061,116.90100000000001,96.756,289.409,95.50200000000001,304.17400000000004,98.79700000000001,82.48200000000001,101.07,268.66900000000004,106.395,254.503,106.064,79.997,114.77600000000001,63.876000000000005,117.14399999999999,130.64700000000002,117.319,312.57599999999996,122.554,231.327,126.13,89.32799999999999,125.928,291.161,127.655,36.825,130.989,247.731,131.41899999999998,279.703,140.894,73.48,145.61,314.075,149.07299999999998,111.53399999999999,150.122,304.55400000000003,149.615,60.052,151.556,285.041,151.92,312.507,156.812,133.08100000000002,150.185,230.04,158.533,264.883,155.341,77.695,159.203,30.836,163.132,146.601,159.55,20.328,178.226,280.241,177.593,99.26700000000001,177.178,242.89700000000002,75.29899999999999,283.913,84.215,125.743,155.284,238.696,129.282,288.11,142.013
247.5,990.0,,115.525,14.808,232.525,30.291,110.92200000000001,42.924,104.13799999999999,53.513999999999996,216.878,58.43,99.33200000000001,59.754,278.877,68.861,294.241,68.916,255.222,72.985,264.315,71.175,267.999,85.32700000000001,89.087,86.64200000000001,109.99600000000001,88.169,225.29,82.676,116.789,96.719,289.392,95.506,304.325,99.031,82.64299999999999,100.319,268.63599999999997,106.29899999999999,254.361,106.162,79.919,114.721,63.852,117.306,130.737,117.21700000000001,312.553,122.609,231.65900000000002,126.064,89.17,125.99,291.093,127.603,36.738,130.938,247.81599999999997,131.435,279.579,140.68200000000002,73.546,145.691,314.04200000000003,149.035,111.512,150.139,304.51599999999996,149.661,60.236000000000004,151.493,285.115,151.961,312.51099999999997,156.812,133.083,150.303,230.111,158.548,264.894,155.355,77.789,159.14700000000002,30.866,163.14,146.67700000000002,159.63299999999998,20.269000000000002,178.426,280.286,177.551,99.305,177.23,242.963,75.248,283.91200000000003,84.15700000000001,125.801,155.22299999999998,238.775,129.283,288.119,141.984
247.75,991.0,,115.603,15.158,232.722,30.324,111.04,43.012,104.131,53.424,216.757,58.372,99.369,59.732,278.934,68.805,294.291,68.86,255.21599999999998,72.945,264.29400000000004,71.171,268.02,85.325,89.1,86.766,110.037,88.165,224.88,82.43799999999999,116.81200000000001,96.76100000000001,289.32599999999996,95.541,304.187,98.76,82.601,100.699,268.76,106.367,254.398,106.206,79.881,114.801,63.851000000000006,117.209,130.719,117.20100000000001,312.457,122.59100000000001,231.551,126.088,89.124,125.96700000000001,291.019,127.41799999999999,36.821,131.02100000000002,247.755,131.429,279.353,140.515,73.676,145.737,314.027,149.049,111.537,150.114,304.488,149.708,60.272,151.545,285.128,151.869,312.517,156.792,133.135,150.2,230.15,158.526,264.921,155.4,77.756,159.266,30.883000000000003,163.207,146.759,159.704,20.261,178.541,280.274,177.53900000000002,99.355,177.15400000000002,243.051,75.197,283.82599999999996,84.15,125.76700000000001,155.316,238.769,129.21,288.03700000000003,142.065
248.0,992.0,,115.648,15.22,232.763,30.245,111.07700000000001,43.056000000000004,104.09,53.494,216.80700000000002,58.356,99.305,59.735,278.994,68.872,294.265,68.831,255.30900000000003,72.85,264.316,71.16199999999999,268.006,85.311,89.01,86.81299999999999,110.086,88.191,224.985,82.48200000000001,116.801,96.765,289.349,95.464,304.221,98.818,82.59100000000001,100.301,268.652,106.355,254.297,106.17,79.642,114.72200000000001,63.931999999999995,117.235,130.814,117.156,312.291,122.461,231.544,125.914,89.17299999999999,125.926,291.058,127.616,36.816,131.018,247.68200000000002,131.42700000000002,279.248,140.58,73.8,145.672,313.937,149.069,111.581,150.047,304.512,149.601,60.427,151.516,285.066,151.893,312.525,156.782,133.151,150.219,230.10299999999998,158.547,264.921,155.504,77.697,159.303,30.862,163.192,146.769,159.612,20.387999999999998,178.47799999999998,280.264,177.482,99.45299999999999,177.18400000000003,243.11700000000002,75.15,283.819,84.184,125.795,155.265,238.699,129.333,288.121,141.994
248.25,993.0,,115.603,15.125,232.842,30.24,111.219,43.096000000000004,103.99,53.86600000000001,216.763,58.381,99.36399999999999,59.738,278.921,68.929,294.307,68.821,255.24,72.92,264.358,71.149,268.017,85.26100000000001,89.01799999999999,86.8,110.181,88.154,224.921,82.488,116.758,96.82,289.332,95.33200000000001,,,79.82600000000001,97.575,268.52,106.16,254.328,106.098,78.345,113.913,63.996,117.24600000000001,130.822,117.133,312.367,122.40799999999999,231.24,125.95200000000001,89.18,125.89,291.028,127.43299999999999,36.834,131.10399999999998,247.77700000000002,131.33100000000002,278.978,140.503,73.751,145.65,314.0,148.825,111.536,150.086,304.594,149.664,60.306999999999995,151.61,285.133,151.953,312.442,156.906,133.16299999999998,150.304,230.139,158.52100000000002,264.908,155.499,77.766,159.201,30.846,163.17600000000002,146.741,159.588,20.387999999999998,178.34,280.277,177.455,99.44200000000001,177.07,243.01,75.19,283.628,84.164,125.736,155.284,238.706,129.255,288.176,142.013
248.5,994.0,,115.57,14.946,232.84599999999998,30.295,111.09700000000001,43.049,104.054,53.841,216.75400000000002,58.394,99.43299999999999,59.792,278.91200000000003,68.885,294.41200000000003,68.72399999999999,255.233,72.873,264.322,71.118,268.026,85.287,88.95100000000001,86.777,110.212,88.204,224.727,82.382,116.73899999999999,96.814,289.27299999999997,95.289,,,,,268.546,106.17,254.343,105.995,78.52600000000001,113.985,64.024,117.31200000000001,130.751,117.064,312.267,122.441,230.774,125.85700000000001,89.20100000000001,125.896,291.022,127.43700000000001,36.836,131.179,247.775,131.325,279.08299999999997,140.247,73.845,145.659,314.004,148.686,111.443,150.127,304.66200000000003,149.746,60.348,151.482,285.053,152.003,312.473,156.903,133.207,150.334,230.157,158.48,264.866,155.503,77.729,159.124,30.859,163.132,146.751,159.561,20.338,178.606,280.309,177.391,99.264,176.96,242.995,75.2,283.73900000000003,84.12100000000001,125.76799999999999,155.445,238.72099999999998,129.156,288.125,141.968
248.75,995.0,,115.619,14.914000000000001,232.826,30.308000000000003,111.161,43.277,104.086,53.971000000000004,216.74099999999999,58.449,99.45700000000001,59.763000000000005,278.906,68.90899999999999,294.442,68.703,255.255,72.758,264.322,71.067,268.04900000000004,85.311,88.911,86.537,110.23,88.21,224.667,82.348,116.662,96.78399999999999,289.334,95.27600000000001,,,,,268.334,106.07600000000001,254.34900000000002,106.03,78.90899999999999,114.08200000000001,64.038,117.338,130.725,117.059,312.29400000000004,122.376,230.727,125.815,89.27600000000001,125.801,291.04400000000004,127.33,36.77,131.137,247.856,131.254,278.911,140.442,73.839,145.719,314.14,148.365,111.61,149.977,304.455,149.876,60.336000000000006,151.515,284.98400000000004,152.07,312.514,156.864,133.256,150.363,230.173,158.464,264.88599999999997,155.398,77.747,159.094,30.865,163.204,146.696,159.523,20.474,178.48,280.298,177.345,99.301,177.06,243.063,75.171,283.70099999999996,84.18299999999999,125.714,155.476,238.702,129.22299999999998,288.11,141.93200000000002
249.0,996.0,,115.70299999999999,14.835,232.82299999999998,29.959,111.031,43.176,104.081,53.908,216.752,58.433,99.454,59.781000000000006,278.941,68.932,294.52,68.758,255.30700000000002,72.82600000000001,264.307,71.013,268.085,85.325,88.854,86.604,110.275,88.17399999999999,224.612,82.34,116.69200000000001,96.801,289.313,95.23700000000001,,,,,268.522,106.538,254.207,105.984,78.684,113.98700000000001,64.043,117.338,130.736,117.087,312.249,122.42200000000001,230.828,125.84,89.301,125.789,291.061,127.514,36.756,131.15200000000002,248.078,131.11700000000002,278.923,140.369,73.934,145.822,313.876,148.612,111.611,149.984,304.483,149.922,60.192,151.352,285.108,152.053,312.526,156.903,133.254,150.25799999999998,230.174,158.481,264.89599999999996,155.364,77.726,159.132,30.857,163.27700000000002,146.769,159.6,20.355999999999998,178.34400000000002,280.363,177.368,99.272,176.935,242.918,75.207,283.675,84.20700000000001,125.71700000000001,155.381,238.658,129.19,288.063,141.791
249.25,997.0,,115.671,14.642999999999999,232.407,30.131,111.135,43.208999999999996,104.198,53.802,216.668,58.437,99.469,59.748999999999995,279.032,68.977,294.494,68.719,255.359,72.77199999999999,264.29900000000004,70.95100000000001,268.063,85.314,88.825,86.494,110.316,88.181,224.41400000000002,82.221,116.65799999999999,96.823,289.334,95.15799999999999,302.876,96.306,,,268.45799999999997,106.51299999999999,254.10299999999998,105.99799999999999,78.804,114.029,63.927,117.325,130.739,117.064,312.279,122.39399999999999,230.82,125.946,89.197,125.86399999999999,290.996,127.65899999999999,36.811,131.175,248.049,131.089,278.87,140.171,74.031,145.664,313.579,148.94,111.75200000000001,149.942,304.67400000000004,149.923,60.266999999999996,151.53799999999998,285.17900000000003,152.029,312.41900000000004,157.01,133.26,150.078,230.225,158.494,264.86400000000003,155.37,77.616,158.967,30.869,163.19,146.767,159.612,20.387999999999998,178.53900000000002,280.368,177.38299999999998,99.20700000000001,176.856,242.81,75.28,283.744,84.12,125.809,155.266,238.679,129.205,288.014,141.744
249.5,998.0,,115.671,14.565999999999999,232.41099999999997,30.223000000000003,111.10799999999999,43.244,104.226,53.968999999999994,216.669,58.4,99.40299999999999,59.801,279.01,68.884,294.403,68.723,255.33700000000002,72.73899999999999,264.36400000000003,70.942,268.075,85.38,88.91799999999999,86.478,110.368,88.152,224.372,82.213,116.67,96.85799999999999,289.373,95.171,303.047,96.31700000000001,,,268.599,106.37299999999999,254.06599999999997,105.92399999999999,78.753,114.084,63.907,117.33200000000001,130.80200000000002,117.052,312.28,122.335,230.813,126.014,89.329,125.59200000000001,290.945,127.735,36.874,131.239,247.998,131.16,278.865,140.02,73.952,145.69299999999998,313.504,149.05,111.887,149.87,304.726,150.001,60.0,151.0,285.15,152.058,312.43,156.985,133.303,150.115,230.358,158.5,264.899,155.31799999999998,77.615,158.892,30.872,163.24,146.851,159.701,20.465999999999998,178.493,280.401,177.37599999999998,99.50200000000001,176.85,242.74200000000002,75.31,283.594,84.085,125.89399999999999,155.416,238.63,129.10299999999998,288.095,141.756
249.75,999.0,,115.711,14.682,232.264,30.305999999999997,111.045,43.223,104.22399999999999,54.055,216.72,58.428999999999995,99.416,59.82,279.131,68.78399999999999,294.476,68.697,255.305,72.779,264.38,70.92699999999999,268.05400000000003,85.355,88.9,86.581,110.42,88.19,224.385,82.16799999999999,116.652,96.86399999999999,289.356,95.214,303.13599999999997,96.26299999999999,,,268.552,106.416,254.08599999999998,105.869,78.709,114.088,63.935,117.32700000000001,130.755,117.10600000000001,312.232,122.337,230.87099999999998,125.962,87.09100000000001,127.805,290.893,127.62299999999999,36.832,131.214,247.997,131.102,278.95799999999997,139.722,73.858,145.564,313.649,148.81,111.917,149.92,304.837,150.014,60.756,151.695,285.092,151.987,312.453,156.994,133.266,150.15200000000002,230.327,158.506,264.889,155.327,77.59,158.903,30.912,163.218,146.784,159.687,20.73,178.75400000000002,280.42900000000003,177.365,99.56299999999999,176.74099999999999,242.701,75.53,283.67900000000003,84.12100000000001,125.98,155.38299999999998,238.713,129.249,288.15,141.861
250.0,1000.0,,115.655,14.431,232.084,30.215999999999998,111.14299999999999,43.3,104.16,54.051,216.678,58.45399999999999,99.40899999999999,59.876000000000005,279.143,68.709,294.51599999999996,68.721,255.36,72.666,264.335,70.937,268.043,85.277,89.0,87.0,110.486,88.22399999999999,224.385,82.17200000000001,116.749,96.846,289.35900000000004,95.24799999999999,303.23400000000004,96.766,,,268.535,106.259,254.149,105.777,78.812,114.22200000000001,64.044,117.37899999999999,130.80700000000002,117.13600000000001,312.176,122.321,231.072,125.98700000000001,87.095,127.81,290.883,127.46700000000001,36.91,131.32,248.067,131.086,279.163,139.891,73.809,145.661,313.481,148.988,111.93799999999999,149.911,304.988,149.872,60.286,151.35,285.028,152.03,312.47900000000004,157.012,133.213,150.203,230.39,158.474,264.848,155.399,77.59899999999999,158.988,30.965,163.21,146.887,159.66,20.723000000000003,178.644,280.41,177.325,99.736,176.577,242.628,75.601,283.622,84.131,126.04899999999999,155.405,238.649,129.202,288.149,141.869
250.25,1001.0,,115.656,14.272,232.283,30.208000000000002,111.101,43.24100000000001,104.27,54.025,216.729,58.486999999999995,99.454,59.872,279.079,68.748,294.475,68.755,255.268,72.71600000000001,264.383,70.95100000000001,268.055,85.286,88.805,86.542,110.545,88.228,224.273,82.137,116.79899999999999,96.855,289.353,95.27,303.28700000000003,95.90799999999999,,,268.575,106.323,254.31799999999998,105.807,78.88,114.113,64.043,117.295,130.81,117.194,312.199,122.354,230.892,126.00299999999999,,,290.878,127.656,36.887,131.47,248.02200000000002,131.189,279.078,140.025,73.85300000000001,145.622,313.422,149.101,111.895,149.887,304.934,150.02100000000002,59.007,148.864,284.993,152.015,312.504,156.995,133.225,150.149,230.38299999999998,158.498,264.899,155.36700000000002,77.6,158.96200000000002,30.971,163.214,146.915,159.543,20.573,178.72799999999998,280.39799999999997,177.24900000000002,99.736,176.55,242.593,75.533,283.66,84.208,125.969,155.405,238.71,129.295,288.189,141.855
250.5,1002.0,,115.603,14.144,232.28799999999998,30.235,110.87700000000001,43.045,104.238,53.979,216.75900000000001,58.463,99.402,59.925,279.139,68.699,294.594,68.733,255.28900000000002,72.67699999999999,264.31,70.926,268.087,85.28399999999999,88.79899999999999,86.449,110.666,88.145,224.247,82.147,116.79700000000001,96.874,289.401,95.315,303.377,95.74799999999999,,,268.487,106.20100000000001,254.33599999999998,105.751,78.921,114.175,64.069,117.31700000000001,130.789,117.266,312.182,122.369,230.826,125.992,,,290.895,127.575,36.941,131.392,248.075,131.19,279.043,140.279,73.745,145.553,313.349,149.153,111.831,149.965,304.925,149.974,58.887,149.174,285.175,151.955,312.427,157.032,133.211,150.31799999999998,230.40599999999998,158.529,264.973,155.328,77.542,158.893,30.979,163.298,146.977,159.565,21.03,178.78099999999998,280.42900000000003,177.215,99.853,176.638,242.5,75.428,283.603,84.167,126.00299999999999,155.297,238.68099999999998,129.254,288.177,141.805
250.75,1003.0,,115.589,14.241,232.3,30.19,110.964,43.033,104.245,53.946000000000005,216.738,58.452,99.329,59.98,279.11400000000003,68.654,294.592,68.742,255.274,72.72399999999999,264.381,70.941,268.061,85.25299999999999,88.824,86.45,110.61200000000001,88.068,224.22099999999998,82.036,116.76799999999999,96.89399999999999,289.402,95.309,303.203,96.09700000000001,80.933,102.72399999999999,268.455,106.45200000000001,254.294,105.689,78.808,114.10600000000001,64.17,117.291,130.773,117.242,312.163,122.417,230.891,126.042,,,290.855,127.515,36.96,131.46200000000002,248.142,131.191,279.048,140.156,73.82600000000001,145.63,313.427,148.93,111.929,149.88299999999998,304.89099999999996,149.933,58.946000000000005,149.855,285.078,152.012,312.389,157.048,133.21200000000002,150.297,230.429,158.566,264.94599999999997,155.373,77.52,158.877,30.92,163.339,146.985,159.671,21.148000000000003,178.662,280.42900000000003,177.22400000000002,99.836,176.6,242.488,75.508,283.71,84.223,125.962,155.224,238.701,129.157,288.181,141.779
251.0,1004.0,,115.68299999999999,14.140999999999998,232.264,30.22,110.961,43.158,104.152,54.013999999999996,216.826,58.485,99.291,60.091,279.056,68.766,294.557,68.763,255.282,72.718,264.355,70.89,268.096,85.257,88.81,86.42200000000001,110.59700000000001,88.09200000000001,224.243,82.024,116.81700000000001,96.866,289.401,95.381,303.474,95.84899999999999,80.39,103.016,268.385,106.40299999999999,254.23,105.552,78.66,114.029,64.17699999999999,117.241,130.739,117.27600000000001,312.176,122.399,230.903,126.038,,,290.823,127.572,36.97,131.29399999999998,248.137,131.153,279.23900000000003,139.984,73.825,145.64,313.372,149.033,111.958,149.85,304.881,149.857,59.972,151.136,285.02299999999997,152.09799999999998,312.401,157.02700000000002,133.185,150.303,230.453,158.716,264.926,155.475,77.538,158.864,30.923000000000002,163.431,146.947,159.691,21.209,178.736,280.432,177.227,99.772,176.58599999999998,242.563,75.559,283.70599999999996,84.24,125.88,155.178,238.632,129.149,288.166,141.863
251.25,1005.0,,115.65,14.005,232.304,30.125999999999998,110.81299999999999,43.147,104.161,54.106,216.847,58.476000000000006,99.277,60.13,278.947,68.762,294.555,68.771,255.234,72.694,264.45599999999996,70.959,268.08799999999997,85.205,88.78200000000001,86.559,110.646,88.065,224.15200000000002,82.008,116.796,96.865,289.394,95.324,303.285,96.196,80.22800000000001,103.104,268.443,106.52,254.301,105.49799999999999,78.53399999999999,114.01,64.132,117.182,130.714,117.21799999999999,312.20799999999997,122.446,230.918,125.99700000000001,,,290.876,127.62299999999999,36.975,131.287,248.083,131.15,279.124,140.362,73.90100000000001,145.721,313.418,148.925,112.075,149.763,304.876,149.659,60.233999999999995,151.249,284.966,152.153,312.324,157.075,133.175,150.375,230.481,158.64600000000002,264.964,155.501,77.547,158.952,30.961,163.51,147.009,159.591,20.893,178.968,280.462,177.16099999999997,99.807,176.53799999999998,242.595,75.61399999999999,283.683,84.21700000000001,125.934,155.09799999999998,238.646,129.134,288.163,141.876
251.5,1006.0,,115.59299999999999,13.741,232.285,30.266,110.811,43.091,104.124,54.107,216.893,58.498000000000005,99.304,60.049,278.955,68.78399999999999,294.616,68.78699999999999,255.235,72.67699999999999,264.488,70.973,268.08299999999997,85.171,88.785,86.524,110.655,88.103,224.144,82.006,116.765,96.876,289.409,95.274,303.236,96.572,80.10300000000001,103.148,268.356,106.28399999999999,254.206,105.51,78.346,113.986,64.12,117.213,130.722,117.194,312.092,122.536,230.93599999999998,125.995,,,290.85,127.565,37.043,131.411,248.078,131.159,278.978,140.363,73.955,145.834,313.442,148.9,112.10600000000001,149.7,304.816,149.592,60.293,151.286,284.96299999999997,152.171,312.307,157.179,133.06,150.583,230.54,158.689,264.962,155.52,77.65100000000001,158.92,31.015,163.518,147.029,159.67700000000002,20.745,179.03599999999997,280.482,177.139,99.83,176.533,242.418,75.597,283.603,84.171,126.085,155.393,238.655,129.054,288.125,141.845
251.75,1007.0,,115.639,13.722999999999999,232.213,30.104,110.846,43.051,104.135,54.005,216.959,58.525,99.25200000000001,60.076,278.97,68.9,294.519,68.791,255.215,72.721,264.351,70.904,268.089,85.17200000000001,88.87,86.51100000000001,110.646,88.12100000000001,224.093,81.946,116.811,96.913,289.367,95.26299999999999,303.303,96.06299999999999,80.211,103.135,268.36,106.10799999999999,254.236,105.53,78.413,114.02799999999999,64.123,117.206,130.74200000000002,117.18700000000001,312.061,122.51700000000001,230.783,125.993,,,290.902,127.55799999999999,37.116,131.305,248.15900000000002,131.094,278.98900000000003,140.434,74.055,145.909,313.47,148.844,112.23899999999999,149.616,304.795,149.52,60.318999999999996,151.345,284.922,152.123,312.316,157.181,133.083,150.461,230.597,158.708,264.906,155.481,77.632,158.969,30.979,163.483,147.045,159.636,20.477,179.09799999999998,280.462,177.085,99.92399999999999,176.465,242.41099999999997,75.704,283.663,84.166,126.09200000000001,155.588,238.665,129.045,288.132,141.94899999999998
252.0,1008.0,,115.64200000000001,13.651,232.27,30.057,110.85700000000001,42.964,104.098,53.957,216.90200000000002,58.471000000000004,99.255,60.095,279.01099999999997,68.89,294.586,68.735,255.239,72.63,264.329,70.89,268.066,85.131,88.90100000000001,86.40100000000001,110.705,88.10700000000001,224.09900000000002,81.934,116.786,96.881,289.366,95.35600000000001,303.431,95.928,80.09,103.178,268.372,106.126,254.24599999999998,105.39,78.469,114.039,64.125,117.141,130.713,117.258,312.07099999999997,122.616,230.888,126.02799999999999,,,290.95599999999996,127.663,37.099000000000004,131.406,248.19,131.079,279.10900000000004,140.468,74.192,145.971,313.471,148.87,112.414,149.512,304.861,149.58100000000002,60.18600000000001,151.507,284.882,152.19299999999998,312.379,157.13299999999998,133.095,150.47799999999998,230.615,158.744,264.918,155.52700000000002,77.689,158.89600000000002,30.872,163.36,147.02700000000002,159.673,20.352,179.132,280.41900000000004,177.065,99.927,176.325,242.31,75.757,283.682,84.044,126.069,155.431,238.68599999999998,129.083,288.284,142.168
252.25,1009.0,,115.639,13.773,232.38,30.096,110.8,42.983999999999995,104.179,53.815,216.84,58.391999999999996,99.212,60.162,279.03,68.866,294.638,68.766,255.266,72.62100000000001,264.221,70.851,268.126,85.18,88.949,86.448,110.72200000000001,88.11200000000001,224.08700000000002,81.865,116.85700000000001,96.935,289.335,95.316,303.357,96.18700000000001,79.528,103.68299999999999,268.445,106.26299999999999,254.178,105.361,78.648,114.137,64.23,117.175,130.768,117.182,312.30400000000003,122.529,230.99200000000002,125.99,,,290.95099999999996,127.45100000000001,37.09,131.491,248.18900000000002,131.079,279.215,140.329,74.075,145.989,313.314,149.029,112.43299999999999,149.539,304.869,149.45600000000002,60.208999999999996,151.549,284.754,152.246,312.394,157.154,133.05100000000002,150.638,230.62900000000002,158.696,264.902,155.593,77.676,158.903,30.956,163.359,147.05,159.67600000000002,20.386,179.12400000000002,280.39099999999996,177.079,99.814,176.308,242.33,75.756,283.593,84.119,125.977,155.361,238.791,129.116,288.44,142.251
