TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
252.5,1010.0,,115.665,13.9,232.08599999999998,29.967,110.93299999999999,43.007,104.164,53.935,216.84099999999998,58.373999999999995,99.208,60.227,278.992,68.95,294.596,68.814,255.247,72.612,264.209,70.821,268.142,85.161,88.946,86.42,110.654,88.141,224.075,81.832,116.80799999999999,96.921,289.297,95.287,303.117,96.655,79.497,103.74,268.385,106.18799999999999,254.112,105.243,78.49600000000001,114.04899999999999,64.124,117.12700000000001,130.804,117.1,312.407,122.41,231.002,126.01299999999999,,,290.863,127.38600000000001,37.084,131.362,248.229,131.099,279.159,140.32,74.156,146.034,313.35900000000004,149.007,112.449,149.525,304.902,149.488,60.161,151.612,284.85,152.195,312.415,157.095,133.064,150.632,230.572,158.665,264.857,155.547,77.73100000000001,158.939,30.951999999999998,163.335,147.054,159.716,20.538,178.99599999999998,280.378,177.058,99.661,176.3,242.378,75.765,283.67900000000003,84.036,125.946,155.101,238.835,129.134,288.382,142.273
252.75,1011.0,,115.63600000000001,13.857000000000001,232.075,29.829,110.915,42.924,104.162,53.86600000000001,216.891,58.43600000000001,99.19,60.276,278.913,68.962,294.558,68.748,255.247,72.666,264.232,70.851,268.12,85.179,89.014,86.52,110.596,88.186,224.085,81.837,116.881,96.936,289.328,95.28299999999999,303.497,96.351,79.383,103.801,268.357,106.04799999999999,254.02900000000002,105.181,78.387,114.09700000000001,64.146,117.068,130.852,117.064,312.555,122.396,231.002,125.95299999999999,86.95,131.57299999999998,290.841,127.47200000000001,37.086,131.43,248.226,131.079,279.16700000000003,140.493,74.155,146.05100000000002,313.31,148.98,112.647,149.418,305.041,149.44899999999998,60.181999999999995,151.504,284.723,152.19,312.508,157.048,133.059,150.588,230.56,158.709,264.832,155.576,77.82600000000001,158.957,30.914,163.345,147.11700000000002,159.738,20.473,179.34900000000002,280.378,177.03,99.635,176.317,242.399,75.65899999999999,283.699,83.963,125.973,154.939,238.833,129.132,288.387,142.18
253.0,1012.0,,115.655,13.98,232.173,30.03,110.913,42.818000000000005,104.039,53.876999999999995,216.87900000000002,58.361999999999995,99.211,60.248000000000005,278.905,68.96,294.563,68.752,255.253,72.646,264.296,70.908,268.178,85.242,89.03,86.62899999999999,110.524,88.212,224.08599999999998,81.73,116.936,96.926,289.303,95.285,303.735,95.667,79.283,104.12100000000001,268.336,105.90100000000001,253.99400000000003,105.12,78.695,114.104,63.981,117.081,130.814,117.052,312.528,122.396,231.03400000000002,125.96700000000001,86.934,131.635,290.841,127.428,37.18,131.784,248.199,131.092,279.015,140.55,74.139,145.954,313.242,149.043,112.662,149.373,305.209,149.482,60.161,151.502,284.869,152.143,312.548,157.05200000000002,133.047,150.684,230.59900000000002,158.75799999999998,264.874,155.561,77.808,158.83700000000002,30.868000000000002,163.391,147.107,159.726,20.294,179.285,280.342,177.018,99.71700000000001,176.338,242.41,75.696,283.733,84.00399999999999,125.92,154.666,238.857,129.107,288.393,142.262
253.25,1013.0,,115.699,13.982999999999999,232.47,30.025,110.81700000000001,42.758,104.001,53.905,216.861,58.318999999999996,99.262,60.215,278.941,68.873,294.543,68.75399999999999,255.209,72.737,264.257,70.858,268.17400000000004,85.23,89.05799999999999,86.675,110.574,88.179,224.105,81.684,116.98,96.936,289.316,95.186,303.634,95.863,79.469,104.052,268.233,105.891,254.208,105.196,78.532,113.99700000000001,63.964,117.089,130.692,117.071,312.47700000000003,122.51799999999999,231.06799999999998,125.905,86.899,131.9,290.906,127.354,37.134,131.638,248.205,131.10299999999998,278.872,140.653,74.072,145.965,313.242,148.967,112.619,149.381,305.078,149.296,60.172,151.545,284.937,152.094,312.529,157.048,133.05200000000002,150.642,230.485,158.733,264.899,155.558,77.791,158.841,30.904,163.329,147.166,159.719,20.215999999999998,179.585,280.33299999999997,177.003,99.81299999999999,176.34099999999998,242.429,75.605,283.8,84.05,126.02600000000001,154.695,238.872,129.08,288.51599999999996,142.463
253.5,1014.0,,115.71,13.991,232.019,29.9,110.801,42.725,103.958,53.968,216.896,58.303000000000004,99.141,60.266999999999996,278.944,68.796,294.532,68.779,255.207,72.762,264.223,70.756,268.155,85.166,89.04299999999999,86.649,110.556,88.185,224.145,81.67,116.97,96.93,289.29200000000003,95.166,303.756,95.619,79.385,104.175,268.302,105.891,254.233,105.182,78.79899999999999,114.03299999999999,64.04,117.096,130.65,117.014,312.413,122.425,231.083,125.887,,,290.982,127.53299999999999,37.229,131.741,248.169,131.151,279.20599999999996,140.428,74.119,145.975,313.23900000000003,149.004,112.617,149.316,305.156,149.263,60.206,151.623,284.91900000000004,152.05700000000002,312.51,157.005,133.076,150.63299999999998,230.38400000000001,158.726,264.871,155.52700000000002,77.79,158.855,30.896,163.22299999999998,147.078,159.72,20.355999999999998,179.59,280.298,177.014,99.948,176.301,242.342,75.611,283.779,84.029,126.054,154.679,238.822,128.94899999999998,288.57099999999997,142.57299999999998
253.75,1015.0,,115.72399999999999,13.975,231.72299999999998,29.854,110.741,42.828,103.904,53.882,216.90099999999998,58.333,99.08200000000001,60.266000000000005,279.01099999999997,68.736,294.519,68.77,255.18900000000002,72.869,264.171,70.747,268.183,85.074,88.99600000000001,86.542,110.51899999999999,88.15799999999999,224.301,81.638,116.919,96.925,289.348,95.197,303.824,95.875,79.443,104.098,268.233,105.814,254.082,105.051,79.032,114.12100000000001,64.104,117.189,130.654,116.93700000000001,312.517,122.402,231.097,125.914,86.961,130.91299999999998,291.04,127.68299999999999,37.177,131.861,248.046,131.213,278.993,140.561,74.153,146.026,313.168,149.02,112.54,149.417,305.20799999999997,149.27100000000002,60.115,151.658,284.79900000000004,152.069,312.535,157.03,133.094,150.64700000000002,230.40900000000002,158.747,264.87,155.585,77.702,158.81,30.97,163.238,147.046,159.69299999999998,20.435,179.53,280.335,177.007,99.85,176.301,242.37,75.553,283.718,84.005,126.009,154.687,238.828,128.97899999999998,288.603,142.59
254.0,1016.0,,115.745,13.994000000000002,231.767,29.737,110.833,42.812,103.99600000000001,53.722,216.97400000000002,58.331,99.156,60.18,278.95099999999996,68.797,294.574,68.741,255.166,72.868,264.212,70.71600000000001,268.195,85.101,88.92200000000001,86.505,110.46600000000001,88.226,224.287,81.71600000000001,116.912,96.882,289.394,95.196,303.92900000000003,95.90700000000001,79.69800000000001,103.853,268.278,105.811,254.136,105.08,78.915,114.079,64.243,117.177,130.674,116.961,312.593,122.29899999999999,231.09400000000002,125.905,86.93299999999999,131.16,291.056,127.781,37.118,131.84799999999998,248.002,131.263,278.874,140.72299999999998,74.093,146.054,313.156,149.142,112.456,149.409,305.257,149.464,60.31,151.596,284.95,152.037,312.565,157.047,133.14600000000002,150.59,230.425,158.766,264.925,155.624,77.649,158.85299999999998,30.926,163.279,147.062,159.69899999999998,20.656999999999996,179.575,280.366,176.945,99.804,176.32,242.282,75.663,283.714,84.007,126.135,154.905,238.812,129.12,288.704,142.577
254.25,1017.0,,115.77,14.075,231.831,29.744,110.889,42.702,104.155,53.705,217.025,58.278,99.14,60.227,278.921,68.69,294.562,68.763,255.15200000000002,72.84899999999999,264.23,70.689,268.182,85.006,88.882,86.524,110.494,88.238,224.39700000000002,81.65,116.949,96.90100000000001,289.448,95.198,303.89599999999996,95.945,79.693,103.836,268.29400000000004,105.804,254.06599999999997,105.221,78.604,113.991,64.29,117.272,130.631,116.881,312.624,122.339,231.148,125.889,86.82600000000001,131.94299999999998,291.058,127.845,36.998000000000005,131.592,248.063,131.298,278.881,140.695,74.092,146.18,313.138,149.171,112.47399999999999,149.481,305.341,149.47,60.281000000000006,151.671,285.087,151.987,312.531,156.975,133.157,150.55200000000002,230.392,158.767,264.947,155.657,77.622,158.787,30.941999999999997,163.399,147.018,159.57,20.511999999999997,179.579,280.298,176.933,99.852,176.329,242.18900000000002,75.702,283.632,84.12299999999999,126.07,154.813,238.896,128.941,288.693,142.562
254.5,1018.0,,115.78200000000001,14.127,231.774,29.61,110.869,42.637,104.164,53.652,216.99,58.284,99.27,60.20399999999999,278.91700000000003,68.767,294.621,68.736,255.208,72.829,264.379,70.733,268.224,85.041,88.985,86.428,110.501,88.25299999999999,224.43900000000002,81.60600000000001,116.985,96.906,289.402,95.209,303.871,95.67200000000001,79.557,103.977,268.309,105.883,254.255,105.319,78.839,114.03399999999999,64.232,117.289,130.58,116.979,312.573,122.324,231.202,125.824,86.859,132.064,291.09,127.721,36.875,131.355,247.985,131.349,278.843,140.718,74.184,146.247,313.07,149.129,112.29700000000001,149.51,305.272,149.515,60.111999999999995,151.65200000000002,285.064,152.071,312.45,157.047,133.232,150.451,230.398,158.889,264.966,155.595,77.738,158.72899999999998,30.943,163.34,146.955,159.394,20.548000000000002,179.49900000000002,280.307,176.951,99.965,176.287,242.235,75.702,283.585,84.038,126.251,154.941,238.908,129.096,288.695,142.52100000000002
254.75,1019.0,,115.811,14.078,231.69299999999998,29.680999999999997,110.74600000000001,42.567,104.166,53.695,216.953,58.31100000000001,99.17399999999999,60.298,278.855,68.753,294.634,68.675,255.169,72.80199999999999,264.454,70.779,268.245,85.03200000000001,88.98700000000001,86.391,110.5,88.258,224.495,81.579,117.031,96.919,289.434,95.194,303.815,95.75,79.357,104.125,268.322,105.897,254.205,104.824,78.944,113.931,64.22800000000001,117.249,130.562,116.885,312.57099999999997,122.302,231.165,125.837,86.802,132.221,291.045,127.73899999999999,36.893,131.298,248.00900000000001,131.325,278.531,140.754,74.171,146.308,313.024,149.179,112.414,149.489,305.249,149.417,60.06100000000001,151.639,285.1,152.013,312.506,156.951,133.145,150.524,230.43900000000002,158.971,264.863,155.561,77.709,158.71200000000002,30.965999999999998,163.41,147.037,159.342,20.605,179.609,280.316,176.95,99.85700000000001,176.335,242.261,75.695,283.66,83.98899999999999,126.2,154.92,238.88299999999998,128.997,288.65,142.474
255.0,1020.0,,115.81299999999999,14.079,231.708,29.799,110.992,42.723,104.155,53.788999999999994,216.99400000000003,58.383,99.163,60.387,278.84,68.80199999999999,294.559,68.661,255.144,72.777,264.35,70.768,268.22700000000003,85.01700000000001,88.875,86.175,110.493,88.213,224.44799999999998,81.605,116.995,96.915,289.45599999999996,95.141,303.79200000000003,95.695,79.339,104.09200000000001,268.47700000000003,105.709,254.155,104.691,78.77,113.76899999999999,64.219,117.214,130.599,116.943,312.502,122.295,231.13099999999997,125.899,86.823,132.381,291.043,127.734,36.843,131.342,247.93,131.408,278.119,141.031,74.178,146.289,313.056,149.203,112.33,149.605,305.182,149.356,60.074,151.726,285.166,151.93200000000002,312.52099999999996,156.907,133.191,150.421,230.46099999999998,158.957,264.869,155.583,77.786,158.65,30.916999999999998,163.359,147.032,159.35,20.441,179.543,280.306,176.951,99.925,176.30599999999998,242.264,75.548,283.653,83.979,126.12200000000001,155.024,238.86900000000003,129.165,288.63599999999997,142.399
255.25,1021.0,,115.795,14.073,231.58900000000003,29.746,111.07700000000001,42.70399999999999,104.15899999999999,53.8,216.90400000000002,58.288999999999994,99.20100000000001,60.283,278.741,68.814,294.582,68.596,255.132,72.759,264.361,70.78399999999999,268.225,84.94,88.819,86.22200000000001,110.494,88.184,224.465,81.648,117.014,96.902,289.52099999999996,95.13600000000001,303.716,95.647,79.304,104.169,268.454,105.936,254.122,104.524,79.28,113.986,64.285,117.301,130.57299999999998,116.914,312.522,122.241,230.988,125.925,86.99700000000001,132.287,291.057,127.605,36.868,131.19799999999998,248.03099999999998,131.361,278.075,141.024,74.232,146.191,313.052,149.19799999999998,112.26899999999999,149.571,305.08,149.306,60.047,151.815,285.203,151.898,312.493,157.0,133.264,150.327,230.507,158.97,264.844,155.63299999999998,77.89399999999999,158.466,30.919,163.27100000000002,146.89700000000002,159.113,20.737,179.49599999999998,280.31,176.96099999999998,99.96700000000001,176.274,242.17,75.51899999999999,283.60200000000003,84.01,126.137,154.888,238.96200000000002,129.309,288.592,142.393
255.5,1022.0,,115.794,14.247,231.632,29.785999999999998,111.116,42.62,104.084,53.725,217.037,58.325,99.275,60.265,278.82,68.777,294.599,68.612,255.076,72.765,264.316,70.694,268.27299999999997,84.959,88.814,86.48899999999999,110.56700000000001,88.243,224.468,81.639,117.044,96.868,289.535,95.178,303.944,95.80799999999999,79.27199999999999,104.256,268.381,106.094,254.226,104.514,79.493,114.025,64.17699999999999,117.292,130.607,116.91,312.647,122.397,231.05700000000002,125.881,86.995,132.399,290.938,127.41,36.979,131.203,248.03799999999998,131.39700000000002,,,74.135,146.202,313.04,149.286,112.318,149.605,305.144,149.422,60.207,151.738,285.389,151.595,312.421,157.05200000000002,133.274,150.361,230.576,158.907,264.815,155.537,77.855,158.405,30.863000000000003,163.408,146.89700000000002,159.083,20.848000000000003,179.68900000000002,280.327,176.977,100.059,176.31,242.195,75.51899999999999,283.587,83.881,126.15899999999999,154.864,239.05599999999998,129.392,288.568,142.339
255.75,1023.0,,115.79799999999999,14.285,231.67700000000002,29.784000000000002,111.054,42.574,104.15,53.833999999999996,217.16299999999998,58.292,99.23299999999999,60.271,278.875,68.704,294.673,68.586,255.016,72.76100000000001,264.358,70.759,268.272,84.92299999999999,88.897,86.31299999999999,110.57600000000001,88.208,224.528,81.688,117.094,96.86,289.48900000000003,95.205,303.947,95.63799999999999,79.21300000000001,104.414,268.394,106.01899999999999,254.111,104.16,79.368,113.978,64.23899999999999,117.366,130.658,116.82,312.715,122.35600000000001,231.063,125.92200000000001,87.069,132.213,291.005,127.571,36.95,131.263,248.148,131.32399999999998,276.065,141.93200000000002,74.141,146.086,313.01599999999996,149.27100000000002,112.37100000000001,149.54399999999998,305.248,149.043,60.093999999999994,151.868,285.416,151.452,312.467,157.049,133.18,150.523,230.673,158.947,264.827,155.486,77.766,158.466,30.853,163.393,147.015,159.267,21.024,180.084,280.351,176.945,99.976,176.315,242.08599999999998,75.462,283.67,83.884,126.155,154.995,238.99200000000002,129.205,288.476,142.225
256.0,1024.0,,115.803,14.251,231.713,29.795,111.022,42.583,104.089,53.7,217.264,58.327,99.22200000000001,60.213,278.92,68.52199999999999,294.66,68.58,255.053,72.745,264.39599999999996,70.79899999999999,268.257,84.87100000000001,88.956,85.99700000000001,110.51,88.179,224.74099999999999,81.766,117.038,96.876,289.518,95.243,304.055,95.78399999999999,79.187,104.45200000000001,268.392,106.066,254.06,104.709,81.433,114.24,64.348,117.376,130.69299999999998,116.667,312.692,122.286,231.06,125.913,87.085,132.386,290.94,127.431,36.98,131.273,248.25,131.273,276.811,141.496,74.21600000000001,146.141,313.025,149.29399999999998,112.353,149.55,305.32099999999997,148.946,60.053000000000004,151.74200000000002,285.275,151.341,312.423,157.032,133.33100000000002,150.385,230.639,158.955,264.813,155.488,77.814,158.42,30.855999999999998,163.327,147.084,159.43,20.802,180.043,280.357,176.94099999999997,99.969,176.30700000000002,242.235,75.436,283.593,83.73899999999999,126.212,154.803,238.93200000000002,129.141,288.564,142.517
256.25,1025.0,,115.757,14.056,231.56,29.738000000000003,110.96799999999999,42.583,104.065,53.702,217.28599999999997,58.262,99.285,60.216,278.922,68.583,294.737,68.564,255.08700000000002,72.749,264.335,70.839,268.247,84.83200000000001,88.81200000000001,86.363,110.56200000000001,88.171,224.725,81.707,117.03,96.822,289.531,95.22399999999999,304.16700000000003,95.867,79.089,104.626,268.36,105.86,254.012,104.79799999999999,81.491,114.204,64.355,117.29799999999999,130.72899999999998,116.624,312.79,122.35600000000001,231.076,125.89299999999999,86.824,132.634,290.899,127.318,36.954,131.423,248.27599999999998,131.276,276.22700000000003,141.757,74.157,146.166,312.992,149.221,112.309,149.53799999999998,305.318,148.959,59.941,151.80100000000002,285.293,151.18,312.369,157.06,133.197,150.60299999999998,230.718,159.037,264.801,155.476,77.768,158.529,30.855,163.366,147.041,159.262,20.604,180.597,280.347,176.954,99.852,176.363,242.162,75.367,283.575,83.68,126.28299999999999,154.778,238.96400000000003,129.32,288.517,142.417
256.5,1026.0,,115.74,14.21,231.50900000000001,29.712,111.007,42.61600000000001,104.26799999999999,53.504,217.308,58.353,99.214,60.229,278.928,68.486,294.70799999999997,68.55,255.111,72.804,264.319,70.736,268.241,84.785,88.81299999999999,86.22200000000001,110.516,88.16,224.74400000000003,81.652,117.088,96.87700000000001,289.493,95.195,304.12,95.514,79.05,104.661,268.406,106.17200000000001,254.083,104.713,81.35300000000001,114.09200000000001,64.388,117.329,130.757,116.539,312.85200000000003,122.137,231.108,125.881,87.083,132.40200000000002,290.97900000000004,127.324,36.91,131.306,248.301,131.255,275.96,141.832,74.383,146.175,313.015,149.275,112.38799999999999,149.491,305.355,148.957,59.957,151.869,285.316,151.019,312.374,157.05,133.215,150.555,230.731,159.13299999999998,264.868,155.477,77.777,158.484,30.845,163.44,147.039,159.145,20.72,180.59400000000002,280.369,176.951,99.795,176.373,242.16400000000002,75.345,283.52299999999997,83.695,126.258,154.922,238.952,129.358,288.517,142.408
256.75,1027.0,,115.73200000000001,14.307,231.59799999999998,29.666999999999998,111.12100000000001,42.61600000000001,104.32700000000001,53.489,217.248,58.308,99.205,60.242,278.91700000000003,68.494,294.683,68.542,255.15900000000002,72.78,264.349,70.64,268.183,84.77,88.8,86.382,110.51299999999999,88.104,224.757,81.641,117.14399999999999,96.84700000000001,289.559,95.27600000000001,304.289,95.523,78.946,104.802,268.401,106.34100000000001,254.045,104.81200000000001,80.935,114.01700000000001,64.316,117.242,130.711,116.624,312.904,122.015,231.16299999999998,125.87299999999999,87.23299999999999,131.984,290.987,127.228,36.835,131.224,248.30900000000003,131.247,275.634,141.94899999999998,74.35300000000001,146.16,313.10900000000004,149.166,112.413,149.495,305.317,149.092,59.795,151.868,285.289,150.93200000000002,312.389,157.034,133.327,150.43200000000002,230.733,159.119,264.87,155.404,77.721,158.524,30.82,163.477,146.982,159.08700000000002,20.93,180.579,280.365,176.90599999999998,99.765,176.40400000000002,241.956,75.161,283.589,83.78200000000001,126.241,154.91299999999998,238.998,129.306,288.491,142.40200000000002
257.0,1028.0,,115.836,14.333,231.52900000000002,29.53,111.01899999999999,42.571999999999996,104.34899999999999,53.415,217.148,58.357,99.23,60.256,278.99,68.402,294.71299999999997,68.482,255.12900000000002,72.86,264.438,70.695,268.165,84.76,88.838,86.34200000000001,110.53299999999999,88.11,224.967,81.71600000000001,117.241,96.906,289.58099999999996,95.24700000000001,304.45099999999996,95.779,78.953,104.78,268.423,106.33200000000001,254.108,104.88600000000001,81.068,114.03,64.347,117.24,130.75,116.59700000000001,312.893,122.057,231.11900000000003,125.959,87.26700000000001,131.938,290.966,127.229,36.83,131.15200000000002,248.22799999999998,131.342,275.876,141.78,74.222,146.21200000000002,313.07099999999997,149.17700000000002,112.39,149.542,305.272,149.273,59.81399999999999,151.889,285.32599999999996,150.641,312.319,157.067,133.216,150.507,230.762,159.097,264.853,155.404,77.78399999999999,158.361,30.866999999999997,163.429,146.944,159.262,21.518,180.418,280.335,176.896,99.774,176.365,242.0,75.09100000000001,283.546,83.696,126.229,154.987,239.037,129.372,288.499,142.469
